web_scraper_order,web_scraper_start_url,name,data,data2,data3,title,data4,data5,data6,data7,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11
"1785468000-44","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Mardy Suong","FL (Film Look) | Contrast 0, Highlights 0, Shadows 0, Fade 0, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Daylight","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC09865_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC09492_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC00258_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC08910_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC09865_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC09492_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC00258_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC08910_PP_Rayal-Palace_Oct-23th-2024-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Cambodia_Mardy-Suong_Profile-photo_500x500.jpg"
"1785468000-45","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Mardy Suong","FL (Film Look) | Contrast 0, Highlights 0, Shadows 0, Fade 0, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB AWB","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05271_copy_PP_Photowalk_Sony_Creative_Look_Sep_7th_2024-1-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05159_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05285_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05128_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05144_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05271_copy_PP_Photowalk_Sony_Creative_Look_Sep_7th_2024-1-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05159_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05285_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05128_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Street_DSC05144_PP_Photowalk_Sony-Creative-Look_Sep-7th-2024-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Cambodia_Mardy-Suong_Profile-photo_500x500.jpg"
"1785468000-46","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Khong ខុង","FL (Film Look) | Contrast +1, Highlights +1, Shadows -4, Fade 0, Saturation -1, Sharpness +5, Sharpness Range +3, Clarity +2, WB AWB","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1699-1-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_2112-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_2017-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1668-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_2160-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1699-1-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_2112-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_2017-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1668-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_2160-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/khong_profile-photo_500x500.jpg"
"1785468000-47","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Hea Kimhong ហ៊ាន គីមហុង","FL (Film Look) | Contrast 0, Highlights +2, Shadows 0, Fade 0, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Colour

Temp 5000K A3 G1","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC09874-1-1-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC09581-684x1024.jpg","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC09874-1-1-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC09581-684x1024.jpg","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Hea-Kimhong-%E1%9E%A0%E1%9F%8A%E1%9E%B6%E1%9E%93-%E1%9E%82%E1%9E%B8%E1%9E%98%E1%9E%A0%E1%9E%BB%E1%9E%84-profile-photo.jpg"
"1785468000-48","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Filmreel","FL (Film Look) | Contrast -4, Highlights -7, Shadows +4, Fade 0, Saturation +4, Sharpness 0, Sharpness Range +3, Clarity 0, WB Colour Temp 6500K","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-2-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-3-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-4-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-4-7404030-6500K-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-2-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-3-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-4-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-4-7404030-6500K-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/filmreel_profile-photo.jpeg"
"1785468000-49","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Filmreel","FL (Film Look) | Contrast -4, Highlights -7, Shadows +4, Fade 0, Saturation +4, Sharpness 0, Sharpness Range +3, Clarity 0, WB Colour Temp 6500K","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-10-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-12-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-9-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-10-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-12-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-9-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/filmreel_profile-photo.jpeg"
"1785468000-50","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sandeeshwara Perera","BW (Black & White) | Contrast 0, Highlights 0, Shadows 0, Fade 0, Sharpness +4, Sharpness Range +3, Clarity +1","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3436-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3480-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3615-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC4126-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3436-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3480-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3615-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC4126-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Sandeeshwara-Perera_Profile-photo_500x500.jpg"
"1785468000-51","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Filmreel","FL (Film Look) | Contrast -4, Highlights -7, Shadows +4, Fade 0, Saturation +4, Sharpness 0, Sharpness Range +3, Clarity 0, WB Colour Temp 6500K","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-8-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-6-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-5-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-8-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-6-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-5-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/filmreel_profile-photo.jpeg"
"1785468000-52","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Ravi Ranasinghe","BW (Black & White) | Contrast +9, Highlights -9, Shadows +9, Fade 0, Sharpness 0, Sharpness Range +3, Clarity +1","Shot with Creative Looks

Crop adjusted in post.","Sri Lanka","Featured Look","Shot with Creative Looks","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC08350_CROP-1-1024x683.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC08350_CROP-1-1024x683.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Ravi-Ranasinghe_Profile-photo_500x500.jpg"
"1785468000-53","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Filmreel","BW (Black & White) | Contrast 0, Highlights 0, Shadows 0, Fade 0, Sharpness +4, Sharpness Range +3, Clarity +1","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/BW1-1-1024x768.jpeg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/BW-1-1024x768.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/BW2-1-768x1024.jpeg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/BW1-1-1024x768.jpeg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/BW-1-1024x768.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/BW2-1-768x1024.jpeg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/filmreel_profile-photo.jpeg"
